formation info;type formation info;formation magist ere;Class Code;temps rencontre;capacit e r esolution pb;insertion pro;citoyen num erique;Cet enseignement fait partie des mission;Cet enseignement est utile aux apprentis;facilit e mise en oeuvre;objectifs faciles; a l aise avec les connaissances;enseignement code;d ecision enseignement;coll egues enseignent code;mat eriel pour enseigner;utilisation REL;forum;suivi formation en ligne;suivi MOOC;domaines MOOC;raison non inscription MOOC;ecriture prog;definition pens ee info;prog affichage;prog tri;d eplacement robot;usages num erique;mettre en ligne;niveau classe;ann ees exp;d epartement;genre;option info;bac;DATE_SAISIE;NUMERO
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Syst ematiquement;Tr es souvent;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Oui le plus long programme comportait moins de 50 lignes;Oui;Oui;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"Petite section;Moyenne section";36;44;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 13:02;212
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";14;17;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 13:07;213
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";13;79;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 13:26;214
Non;;;;;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;Petite section;30;79;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 13:55;215
Non;;;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Rarement;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"Petite section;Moyenne section";15;17;une femme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 14:14;216
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Occasionnellement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Grande section;Moyenne section;CP";8;79;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 14:14;217
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);CM2;13;79;une femme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 14:16;218
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot oui;Assez souvent;Rarement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM2;10;17;une femme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 14:19;219
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Pas encore mais j ai l intention de le faire;;Non;Pas du tout;Syst ematiquement;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;Moyenne section";15;17;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 14:48;220
Non;;;;;Plutot d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot oui;Rarement;Jamais;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM2;30;16;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 15:05;221
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Pas du tout;Assez souvent;Jamais;Non;;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2";13;79;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 15:42;222
Non;;;;;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CE1;CE2";20;17;une femme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 16:45;223
Non;;;;;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Pas encore mais j ai l intention de le faire; a la suite d une sollicitation institutionnelle;Non;Plutot oui;Syst ematiquement;Occasionnellement;Non;;;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CE2;CM2";2;86;un homme;Oui;Baccalaur eat g en eral ES (anciennement B);20/06/2017 16:58;224
Non;;;;;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;;Pas d accord du tout;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot oui;Assez souvent;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CM2";10;;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 17:12;225
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CM1;CP;CE2;CM2";7;16;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 17:34;226
Oui durant ma formation initiale;formation en pr esentiel;Non il n en n existe pas dans mon d epartement;;;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;Plutot d accord;Plutot d accord;Tout  a fait d accord;Oui avant la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Tr es souvent;Oui;Oui;Informatique;;Oui le plus long programme comportait plus de 500 lignes;Oui;Oui;Oui;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";10;79;un homme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 17:45;227
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Pas d accord du tout;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Petite section;Grande section;CE1;Moyenne section;CP";3;16;une femme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 17:55;228
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas encore mais j ai l intention de le faire; a la suite d une sollicitation institutionnelle;Non;Plutot non;Occasionnellement;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";15;17;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 18:16;229
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot non;Assez souvent;Rarement;Oui;Non;;Ils ne correspondent pas  a votre mani ere d apprendre;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Oui;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Mettre en ligne des contenus personnels (avis photos vid eos etc.);"CE1;CP";20;16;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 18:23;230
Non;;;;;Plutot pas d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot d accord;Oui avant la rentr ee 2016;"de vous-m eme; a la suite d une sollicitation institutionnelle";Oui;Plutot oui;Assez souvent;Jamais;Oui;Oui;Enseignement;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CM2";28;16;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 18:14;231
Non;;;;;Plutot pas d accord;Plutot pas d accord;;Plutot d accord;Plutot d accord;Pas d accord du tout;Plutot pas d accord;Plutot pas d accord;Oui avant la rentr ee 2016;de vous-m eme;Oui;Plutot oui;Assez souvent;Rarement;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;CE2;17;17;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 18:20;232
Non;;;;;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas encore mais j ai l intention de le faire;de vous-m eme;Non;Plutot non;Syst ematiquement;Occasionnellement;Oui;Oui;"Enseignement;Informatique;Autre";;Vous n avez fait que de la programmation en blocs;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";"Mettre en ligne des contenus personnels (avis photos vid eos etc.);Mettre en ligne des contenus professionnels (cours point de vue vid eos etc.)";"CM1;CM2";7;79;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 18:33;233
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Oui depuis la rentr ee 2016;de vous-m eme;Non;Plutot oui;Assez souvent;Assez souvent;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;CE2";17;79;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 18:42;234
Oui en dehors de ma formation initiale;formation avec des amis coll egues;Oui;;;Plutot d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Tout  a fait d accord;Plutot d accord;Tout  a fait d accord;;Oui avant la rentr ee 2016;de vous-m eme;Oui;Tout  a fait;Assez souvent;Occasionnellement;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CP;14;79;un homme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 18:42;235
Non;;;;;Tout  a fait d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui avant la rentr ee 2016; a la suite d une r eflexion collective;Oui;Tout  a fait;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Oui;;;;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"Grande section;CP";17;86;une femme;Oui;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 18:52;236
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Rarement;Oui;Vous ne connaissez pas;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CE1;CE2";10;79;une femme;Non;Baccalaur eat g en eral L (anciennement A);20/06/2017 19:11;237
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Pas d accord du tout;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Jamais;Oui;Non;;Vous ne connaissez pas;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;Participation  a des r eseaux sociaux;Mettre en ligne des contenus personnels (avis photos vid eos etc.);CE1;28;17;une femme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 19:47;238
Non;;;;;Tout  a fait d accord;Plutot pas d accord;Tout  a fait d accord;Plutot d accord;;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Assez souvent;Rarement;Oui;Oui;Lettres langues sciences humaines et sociales;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Participation  a des r eseaux sociaux;Regarder des vid eos";Rien de tout cela;"CM1;Moyenne section;CP;CE2;CM2";10;17;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 20:51;239
Non;;;;;Plutot d accord;Plutot d accord;Plutot d accord;Plutot pas d accord;Plutot d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Oui depuis la rentr ee 2016; a la suite d une sollicitation institutionnelle;Oui;Plutot oui;Assez souvent;Occasionnellement;Oui;Vous ne connaissez pas;;;Oui le plus long programme comportait moins de 50 lignes;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;"CM1;CE2";23;17;un homme;Non;Baccalaur eat g en eral S (anciennement C D ou E);20/06/2017 21:21;240
Non;;;;;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Plutot pas d accord;Pas d accord du tout;Plutot pas d accord;Pas d accord du tout;Non je ne vais pas mettre en œuvre cet enseignement cette ann ee;;Non;Plutot non;Occasionnellement;Jamais;Non;;;;Non vous n avez jamais  ecrit de programme;Non;Non;Non;Non;"Achat en ligne;Ecouter/t el echarger de la musique;Regarder des vid eos";;CM1;40;17;un homme;Non;Baccalaur eat g en eral ES (anciennement B);20/06/2017 21:17;241
